First Name;MI;Last Name;Age;Hair Color;Eye Color;Sisters;Brothers;No. of Pets;Types of Pets;Occupation;Education;Note
Clara;C;Brown;68;Grey;Red;3;3;4;birds, dogs;Analyst;Ventnor Univ.;
Basil;I;Isaacson;19;Orange;Brown;0;5;7;birds, hamsters;Author;Ventnor Univ.;
Rhoda;O;Adams;26;Green;Brown;1;1;4;birds, dogs;Teacher;Ventnor Univ.;
George;Y;Isaacson;57;Blue;Black;4;5;3;birds;Butler;Nelson's Hall;
Winnie;E;Howards;59;Blue;Blue;2;2;8;birds, fish;Operator;Ventnor Univ.;
Rhoda;S;Nabors;51;Grey;Red;0;3;Unk.;cats;Administrator;Ventnor Univ.;
Prue;E;Onassis;72;Blue;Grey;0;5;7;birds, hamsters;Editor;night school;
Hector;A;Young;21;Orange;Green;0;6;1;hamsters;Zookeeper;Nelson's Hall;
Winnie;E;Jackson;59;Orange;Green;0;3;2;fish, hamsters;Journalist;Princetonne;
Hector;L;Johnson;40;Brown;Brown;1;1;8;birds, fish;Secretary;Ventnor Univ.;
Ernest;R;Charles;71;Grey;Green;1;4;10;dogs, hamsters;Chauffeur;Princetonne;
Prue;U;Black;52;Green;Black;2;3;3;birds;Auditor;night school;
James;O;Lambert;28;Blue;Brown;4;1;9;Unknown;Valet;Princetonne;
Maud;C;O'Leary;77;Green;Black;4;5;7;birds, hamsters;Entrepreneur;Ventnor Univ.;
Olive;E;Brown;69;Blue;Black;2;3;7;birds, hamsters;Auditor;Princetonne;
Prue;A;Phelps;21;Black;Red;1;4;7;birds, hamsters;Mechanic;night school;
Xerxes;A;Xerxes;38;Green;Violet;0;6;3;birds;Therapist;Ventnor Univ.;
Basil;Y;Lawrence;78;Green;Black;0;3;3;birds;Painter;Ventnor Univ.;
Maud;E;Ximenez;72;Black;Green;3;3;5;dogs, fish;Botanist;night school;
Titus;R;Queen;37;Green;Black;0;6;2;fish, hamsters;Administrator;Ventnor Univ.;
Winnie;L;Charles;34;Grey;Red;3;1;6;Unknown;Instructor;Ventnor Univ.;
Winnie;N;Richards;20;Grey;Red;2;3;1;hamsters;Instructor;Ventnor Univ.;
George;B;Quincy;54;Blue;Blue;3;1;2;fish, hamsters;Chef;Princetonne;
Susan;I;Romanov;39;Blue;Blue;2;2;2;fish, hamsters;Instructor;night school;
Desmond;Y;Adams;55;Orange;Blue;2;2;5;dogs, fish;Nurse;night school;
Prue;C;Michaels;77;Brown;Grey;4;5;Unk.;cats;Teacher;Ventnor Univ.;
Winnie;S;Garrison;31;Green;Brown;0;5;Unk.;cats;Operator;Ventnor Univ.;
Basil;O;Kildare;28;Brown;Red;0;5;8;birds, fish;Clerk;night school;
Xerxes;P;Isaacson;58;Green;Violet;0;4;9;Unknown;Butler;night school;
Ida;Y;Dupont;57;Brown;Brown;1;4;1;hamsters;Dishwasher;night school;
Desmond;R;Yount;60;Green;Green;1;4;7;birds, hamsters;Sysop;Ventnor Univ.;
Olive;I;Michaels;39;Green;White;4;5;5;dogs, fish;Administrator;Ventnor Univ.;
Kate;A;Siebert;66;Green;Black;1;1;10;dogs, hamsters;Zookeeper;Ventnor Univ.;
Kate;N;Adams;20;Brown;Green;1;1;7;birds, hamsters;Painter;Nelson's Hall;
Xerxes;R;Xerxes;60;Green;Green;2;1;3;birds;Teller;Princetonne;
Basil;T;Ebbers;24;Brown;Black;2;3;Unk.;cats;Anesthiesiologist;Nelson's Hall;
Maud;R;Howards;29;Brown;Red;2;3;Unk.;cats;Author;Ventnor Univ.;
Prue;T;Watanabe;45;Blue;Brown;1;1;2;fish, hamsters;Sysop;Saint George;
Amy;R;Xerxes;22;Orange;Green;3;1;Unk.;cats;Editor;Ventnor Univ.;
Olive;C;Quincy;68;Brown;Brown;1;4;Unk.;cats;Professor;UHI-Honolulu;
Ida;W;Quincy;25;Blue;Brown;0;6;7;birds, hamsters;Masseur;Ventnor Univ.;
Quentin;L;Morrison;41;Black;Grey;3;1;6;Unknown;Pilot;night school;
Rhoda;S;Kildare;64;Black;Black;3;3;Unk.;cats;Author;Alpacawarts;
Una;R;Romanov;37;Blue;Brown;3;3;5;dogs, fish;Therapist;night school;
Leo;I;Brown;48;Brown;Red;4;5;Unk.;cats;Illustrator;Nelson's Hall;
Kate;B;Quincy;54;Orange;Grey;0;4;1;hamsters;Painter;night school;
George;W;Siebert;25;Red;Brown;0;6;Unk.;cats;Clerk;night school;
Ivy;I;Brown;48;Green;Brown;0;4;Unk.;cats;Secretary;night school;
Una;M;Nabors;53;Grey;Black;0;4;1;hamsters;Author;Ventnor Univ.;
Ida;L;Grant;40;Black;Red;1;4;8;birds, fish;Librarian;Ventnor Univ.;
Victor;I;Valdez;48;Green;Green;3;5;7;birds, hamsters;Pilot;Ventnor Univ.;
Hector;R;Nabors;37;Orange;Blue;3;3;1;hamsters;Mechanic;Ventnor Univ.;
Hector;I;Queen;48;Green;Green;1;4;0;None;Administrator;Ventnor Univ.;
Prue;B;Ebbers;36;Grey;Black;0;6;4;birds, dogs;Instructor;night school;
Victor;N;Brown;43;Black;Black;2;2;Unk.;cats;Wildcat;night school;
Ida;R;Garrison;37;Grey;Red;0;5;9;Unknown;Cook;Ventnor Univ.;
George;F;O'Leary;70;Brown;Red;3;3;9;Unknown;Operator;Ventnor Univ.;
Maud;N;Siebert;20;Black;Grey;4;5;9;Unknown;Administrator;Ventnor Univ.;
Winnie;N;Hanks;20;Orange;Blue;3;1;0;None;Busser;Ventnor Univ.;
Winnie;B;Morrison;18;Orange;Blue;0;5;8;birds, fish;Librarian;Ventnor Univ.;
Clara;Y;Johnson;35;Brown;Brown;0;4;Unk.;cats;Valet;night school;
Basil;S;Brown;64;Green;White;4;5;10;dogs, hamsters;Nurse;Ventnor Univ.;
Ida;R;Sindel;60;Brown;Black;3;5;Unk.;cats;Designer;Princetonne;
Una;C;Michaels;77;Green;Violet;1;1;Unk.;cats;Lumberjack;night school;
Basil;Y;Richards;35;Brown;Red;3;1;4;birds, dogs;Journalist;Ventnor Univ.;
Hector;E;Siebert;49;Brown;Grey;4;1;Unk.;cats;Busser;Princetonne;
Prue;I;Romanov;46;Black;Black;0;5;5;dogs, fish;Doctor;Princetonne;
Clara;N;Watanabe;67;Black;Grey;4;5;Unk.;cats;Reporter;Princetonne;
Olive;O;Young;26;Green;Black;1;1;5;dogs, fish;Busser;Ventnor Univ.;
Desmond;E;Romanov;69;Brown;Red;3;1;9;Unknown;Reporter;Ventnor Univ.;
Quentin;T;Unser;24;Grey;Red;2;1;Unk.;cats;Zookeeper;night school;
Basil;N;Nichols;76;Orange;Blue;3;5;4;birds, dogs;Docent;Ventnor Univ.;
Fanny;E;Siebert;42;Orange;Brown;0;5;4;birds, dogs;Clerk;Ventnor Univ.;
Maud;N;Yount;20;Green;White;2;3;5;dogs, fish;Chef;night school;
James;M;Siebert;53;Red;Grey;3;3;7;birds, hamsters;Unemployed;Ventnor Univ.;
Leo;R;Black;60;Red;Green;0;3;2;fish, hamsters;Chauffeur;Princetonne;
Una;U;Lambert;52;Red;Brown;2;3;0;None;Doctor;Ventnor Univ.;
Hector;N;Young;43;Orange;Brown;3;3;9;Unknown;Chef;Ventnor Univ.;
Ida;S;Charles;64;Orange;Green;2;2;4;birds, dogs;Masseur;Princetonne;
Basil;E;Black;72;Green;White;2;3;3;birds;Therapist;Ventnor Univ.;
Victor;A;Young;66;Blue;Brown;3;5;7;birds, hamsters;Lumberjack;Ventnor Univ.;
James;R;Williams;37;Orange;Blue;3;3;2;fish, hamsters;Dishwasher;Ventnor Univ.;
Clara;R;Dupont;29;Orange;Brown;3;3;Unk.;cats;Auditor;Nelson's Hall;
Basil;M;Thomas;53;Black;Grey;0;6;8;birds, fish;Reporter;night school;
Amy;L;Young;41;Green;Violet;4;1;1;hamsters;Director;night school;
Hector;N;Lawrence;47;Brown;Grey;1;1;Unk.;cats;Sysop;Ventnor Univ.;
Winnie;N;Kildare;47;Brown;Black;4;1;4;birds, dogs;Pilot;Princetonne;
Basil;S;Nichols;31;Grey;Red;3;3;8;birds, fish;Butler;Ventnor Univ.;
Maud;T;Brown;45;Orange;Green;3;1;Unk.;cats;Auditor;Ventnor Univ.;
Hector;R;Onassis;71;Blue;Blue;0;3;4;birds, dogs;Clerk;night school;
Una;A;Sindel;66;Orange;Brown;2;3;Unk.;cats;Doctor;Ventnor Univ.;
Clara;Y;Lambert;23;Black;Green;0;6;10;dogs, hamsters;Curator;night school;
Hector;Q;Adams;73;Orange;Green;4;5;Unk.;cats;Therapist;Ventnor Univ.;
James;S;Sindel;51;Grey;Red;2;1;3;birds;Librarian;Nelson's Hall;
Kate;U;Williams;52;Black;Green;0;3;1;hamsters;Operator;night school;
Amy;E;Richards;69;Orange;Grey;2;3;Unk.;cats;Waiter;Saint George;
Fanny;E;Siebert;59;Grey;Green;4;5;3;birds;Director;night school;
George;E;Quincy;59;Green;Violet;0;5;0;None;Busser;Ventnor Univ.;
Tallulah;I;Ximenez;63;Blue;Blue;1;1;2;fish, hamsters;Accountant;Ventnor Univ.;
Quentin;E;Lambert;75;Grey;Black;4;5;8;birds, fish;Doctor;Princetonne;
George;N;Nichols;33;Brown;Brown;0;4;1;hamsters;Author;night school;
Winnie;P;Isaacson;58;Orange;Blue;3;3;7;birds, hamsters;Wildcat;night school;
Vera;U;Nichols;52;Brown;Red;2;1;7;birds, hamsters;Maid;Ventnor Univ.;
Kate;L;Hanks;40;Black;Red;0;6;Unk.;cats;Author;night school;
Rhoda;Y;Williams;23;Orange;Grey;1;1;9;Unknown;Secretary;night school;
Neville;Y;Dupont;57;Orange;Blue;4;1;4;birds, dogs;Auditor;night school;
James;I;Morrison;39;Black;Black;2;3;Unk.;cats;Clerk;Princetonne;
Neville;U;Lawrence;74;Grey;Green;0;4;8;birds, fish;Maid;Ventnor Univ.;
Fanny;P;Michaels;58;Black;Green;1;4;4;birds, dogs;Auditor;night school;
Fanny;A;Romanov;38;Orange;Green;0;3;1;hamsters;Accountant;Princetonne;
Ernest;O;Morrison;28;Brown;Grey;0;4;9;Unknown;Entrepreneur;Princetonne;
Una;Y;Valdez;23;Green;Brown;2;2;4;birds, dogs;Sysop;Nelson's Hall;
Kate;N;Dupont;67;Brown;Green;4;5;10;dogs, hamsters;Botanist;Lodge of Kent;
Maud;O;Brown;26;Orange;White;4;1;2;fish, hamsters;Zookeeper;Ventnor Univ.;
Zillah;S;O'Leary;31;Brown;Red;4;5;Unk.;cats;Journalist;Ventnor Univ.;
Hector;N;Dupont;43;Green;White;0;5;7;birds, hamsters;Professor;Duke Academy;
Maud;R;Dupont;37;Brown;Red;3;1;2;fish, hamsters;Actor;night school;
Susan;R;Williams;71;Black;Grey;3;5;4;birds, dogs;Wildcat;Ventnor Univ.;
Victor;T;Xerxes;56;Grey;Black;1;4;6;Unknown;Illustrator;Ventnor Univ.;
Ida;R;Lambert;60;Black;Black;2;1;4;birds, dogs;Director;night school;
Clara;M;Hanks;53;Brown;Black;3;1;8;birds, fish;Sysop;Ventnor Univ.;
Ernest;N;Unser;33;Orange;White;2;1;4;birds, dogs;Zookeeper;night school;
Susan;I;Quincy;39;Orange;Blue;2;2;2;fish, hamsters;Anesthiesiologist;Ventnor Univ.;
Hector;T;Howards;24;Orange;Grey;1;1;7;birds, hamsters;Botanist;Saint George;
James;Y;Garrison;55;Orange;Blue;3;1;9;Unknown;Docent;Ventnor Univ.;
Desmond;N;Black;76;Black;Red;4;5;6;Unknown;Pilot;Ventnor Univ.;
Rhoda;Y;Franklin;57;Red;Brown;3;3;Unk.;cats;Zookeeper;Nelson's Hall;
Quentin;Y;Adams;23;Brown;Brown;3;1;5;dogs, fish;Editor;night school;
Una;Y;Howards;35;Red;Grey;4;5;4;birds, dogs;Designer;Ventnor Univ.;
Fanny;N;Grant;43;Black;Grey;4;5;5;dogs, fish;Secretary;Ventnor Univ.;
Rhoda;O;Siebert;28;Grey;Black;0;6;0;None;Nurse;night school;
Hector;C;Xerxes;77;Brown;Red;0;5;Unk.;cats;Maid;night school;
Neville;E;Queen;61;Green;Black;3;1;0;None;Painter;Ventnor Univ.;
Amy;R;Yount;37;Blue;Black;4;5;4;birds, dogs;Accountant;Princetonne;
Victor;B;O'Leary;54;Red;Grey;1;4;4;birds, dogs;Therapist;Ventnor Univ.;
James;I;Young;63;Grey;Green;3;1;0;None;Analyst;Ventnor Univ.;
Titus;O;Charles;26;Red;Grey;3;1;Unk.;cats;Unemployed;Lodge of Kent;
Olive;R;Johnson;37;Green;Black;0;3;5;dogs, fish;Waiter;Ventnor Univ.;
Kate;Y;Richards;55;Red;Brown;2;3;6;Unknown;Lumberjack;night school;
Yorick;M;Ximenez;53;Green;Black;3;3;4;birds, dogs;Zookeeper;Ventnor Univ.;
Leo;F;Howards;70;Grey;Black;3;5;4;birds, dogs;Librarian;night school;
Desmond;T;Valdez;56;Brown;Green;2;2;Unk.;cats;Doctor;Ventnor Univ.;
Rhoda;S;Black;31;Black;Red;1;1;9;Unknown;Designer;Princetonne;
George;E;Romanov;42;Brown;Brown;2;3;0;None;Author;Ventnor Univ.;
Kate;T;Isaacson;45;Green;White;4;1;Unk.;cats;Building Inspector;night school;
Winnie;U;Grant;74;Black;Grey;4;5;6;Unknown;Nurse;Ventnor Univ.;
Una;I;Black;48;Orange;White;4;5;10;dogs, hamsters;Docent;night school;
Xerxes;I;Dupont;19;Brown;Brown;3;5;1;hamsters;Busser;Ventnor Univ.;
Fanny;I;Enfield;19;Grey;Red;3;5;Unk.;cats;Examiner;night school;
Clara;O;Lambert;28;Red;Grey;3;3;8;birds, fish;Secretary;Ventnor Univ.;
Victor;L;Enfield;40;Orange;White;2;2;9;Unknown;Clerk;night school;
Amy;Y;Brown;55;Black;Green;4;5;1;hamsters;Professor;Nelson's Hall;
Xerxes;O;Jackson;44;Green;Green;4;5;9;Unknown;Tutor;Princetonne;
James;T;Garrison;56;Red;Green;0;3;Unk.;cats;Operator;Ventnor Univ.;
Ernest;E;O'Leary;61;Red;Green;1;4;Unk.;cats;Singer;Ventnor Univ.;
Amy;O;Young;32;Green;White;3;5;9;Unknown;Butler;Ventnor Univ.;
Fanny;U;Williams;74;Grey;Green;3;5;6;Unknown;Clerk;Ventnor Univ.;
Una;C;Michaels;68;Green;Black;0;6;5;dogs, fish;Reporter;Ventnor Univ.;
Desmond;S;Charles;64;Blue;Grey;2;1;6;Unknown;Valet;Ventnor Univ.;
Neville;O;Charles;44;Brown;Black;2;2;3;birds;Junior Firefighter;Ventnor Univ.;
Leo;I;Jackson;48;Black;Grey;3;1;3;birds;Zookeeper;Ventnor Univ.;
Prue;L;Islington;41;Orange;Green;1;4;1;hamsters;Wildcat;night school;
Desmond;S;Williams;50;Black;Red;2;2;8;birds, fish;Wildcat;Princetonne;
Amy;A;Williams;21;Grey;Red;1;1;7;birds, hamsters;Botanist;Saint George;
Yorick;N;Howards;33;Red;Brown;0;3;8;birds, fish;Operator;Ventnor Univ.;
Zillah;O;Lawrence;32;Red;Grey;0;5;5;dogs, fish;Professor;Ventnor Univ.;
Prue;Y;Lambert;23;Grey;Red;3;3;7;birds, hamsters;Doctor;Ventnor Univ.;
Vera;T;Franklin;45;Red;Green;4;1;Unk.;cats;Editor;Saint George;
Quentin;A;Young;38;Black;Black;3;3;4;birds, dogs;Reporter;night school;
Neville;E;Hanks;72;Brown;Brown;3;3;4;birds, dogs;Masseur;night school;
Una;S;Ebbers;51;Black;Black;1;1;7;birds, hamsters;Reporter;Ventnor Univ.;
James;L;Phelps;40;Grey;Green;0;3;8;birds, fish;Administrator;Ventnor Univ.;
Basil;R;Michaels;37;Red;Grey;0;4;10;dogs, hamsters;Sysop;Alpacawarts;
Desmond;B;Dupont;36;Red;Brown;0;5;9;Unknown;Cook;Ventnor Univ.;
Maud;E;O'Leary;42;Blue;Brown;1;4;8;birds, fish;Librarian;Ventnor Univ.;
Maud;N;Dupont;20;Green;Green;2;2;7;birds, hamsters;Unemployed;Ventnor Univ.;
Rhoda;U;Thomas;52;Orange;Blue;0;4;4;birds, dogs;Entrepreneur;Ventnor Univ.;
Zillah;M;O'Leary;53;Brown;Brown;2;3;1;hamsters;Painter;night school;
George;W;Xerxes;25;Brown;Brown;4;1;4;birds, dogs;Maid;night school;
Basil;A;Watanabe;21;Grey;Black;3;3;9;Unknown;Waiter;Princetonne;
Leo;B;Ximenez;36;Red;Green;2;3;Unk.;cats;Painter;Ventnor Univ.;
Yorick;U;Enfield;52;Blue;Brown;0;6;7;birds, hamsters;Therapist;Ventnor Univ.;
Basil;Y;Black;57;Black;Red;3;5;5;dogs, fish;Masseur;Princetonne;
Titus;E;Morrison;72;Orange;Blue;1;4;Unk.;cats;Masseur;night school;
Desmond;I;Valdez;48;Green;White;3;3;Unk.;cats;Botanist;Ventnor Univ.;
Neville;E;Young;69;Blue;Black;4;1;0;None;Butler;night school;
Victor;Y;Brown;23;Orange;Grey;3;5;2;fish, hamsters;Librarian;night school;
Xerxes;N;Adams;43;Blue;Black;3;1;Unk.;cats;Pilot;Princetonne;
Titus;N;Yount;47;Brown;Red;1;4;4;birds, dogs;Singer;Ventnor Univ.;
Maud;I;Grant;39;Brown;Red;3;5;2;fish, hamsters;Professor;night school;
Xerxes;N;Brown;43;Grey;Black;4;5;4;birds, dogs;Butler;night school;
Susan;R;Black;71;Brown;Brown;0;4;1;hamsters;Teller;night school;
Olive;R;Michaels;60;Grey;Black;4;1;6;Unknown;Illustrator;night school;
Maud;A;Kildare;21;Blue;Grey;0;4;4;birds, dogs;Designer;night school;
Clara;N;Yount;67;Orange;Blue;2;2;2;fish, hamsters;Examiner;Princetonne;
Leo;I;Morrison;39;Orange;Grey;3;3;6;Unknown;Investment Finder;night school;
Desmond;W;Johnson;25;Green;Green;4;5;8;birds, fish;Singer;Ventnor Univ.;
Ida;O;Phelps;44;Red;Brown;3;1;10;dogs, hamsters;Doctor;Ventnor Univ.;
Zillah;T;Isaacson;45;Green;Black;1;1;Unk.;cats;Examiner;night school;
George;E;Black;75;Black;Red;1;1;0;None;Waiter;night school;
George;T;Howards;65;Orange;White;3;1;1;hamsters;Examiner;Princetonne;
Xerxes;A;Islington;21;Brown;Grey;0;4;10;dogs, hamsters;Instructor;Princetonne;
Ernest;E;Kildare;61;Green;Green;0;5;Unk.;cats;Valet;Ventnor Univ.;
Susan;I;Yount;19;Brown;Green;4;1;7;birds, hamsters;Author;night school;
Titus;N;Jackson;20;Green;Green;4;5;10;dogs, hamsters;Doctor;Princetonne;
Neville;U;Garrison;52;Blue;Blue;0;5;Unk.;cats;Maid;night school;
Prue;Q;Isaacson;73;Green;Brown;4;5;Unk.;cats;Zookeeper;Ventnor Univ.;
Quentin;R;O'Leary;60;Red;Grey;3;1;9;Unknown;Unemployed;Ventnor Univ.;
Yorick;W;Franklin;27;Green;Green;0;5;10;dogs, hamsters;Pilot;Ventnor Univ.;
Fanny;Y;Lawrence;23;Blue;Grey;4;1;5;dogs, fish;Pilot;Ventnor Univ.;
Una;U;Johnson;74;Orange;White;1;1;9;Unknown;Valet;Nelson's Hall;
Zillah;D;Williams;30;Grey;Red;0;3;8;birds, fish;Instructor;Princetonne;
James;O;Isaacson;26;Orange;Brown;1;4;Unk.;cats;Zookeeper;Ventnor Univ.;
Xerxes;N;Adams;47;Red;Brown;3;5;6;Unknown;Actor;Ventnor Univ.;
Hector;E;Ximenez;72;Brown;Brown;0;6;Unk.;cats;Accountant;night school;
Xerxes;O;Nichols;32;Red;Green;2;2;3;birds;Assistant;Ventnor Univ.;
Desmond;N;Nichols;43;Brown;Black;2;1;2;fish, hamsters;Journalist;Nelson's Hall;
Zillah;Y;Black;57;Green;Black;1;4;9;Unknown;Instructor;Ventnor Univ.;
Leo;S;Brown;62;Orange;White;0;5;10;dogs, hamsters;Administrator;Saint George;
Titus;E;Johnson;49;Orange;Grey;1;4;Unk.;cats;Professor;night school;
Prue;W;Watanabe;27;Red;Grey;0;5;4;birds, dogs;Tutor;Ventnor Univ.;
Yorick;L;Franklin;40;Red;Brown;0;6;Unk.;cats;Librarian;Ventnor Univ.;
Neville;E;Ximenez;69;Brown;Brown;2;2;5;dogs, fish;Pilot;Ventnor Univ.;
Susan;F;Kildare;70;Green;Brown;2;2;Unk.;cats;Nurse;Nelson's Hall;
Neville;E;Brown;59;Blue;Black;0;3;5;dogs, fish;Administrator;Princetonne;
Desmond;E;Sindel;49;Brown;Brown;2;3;Unk.;cats;Clerk;Ventnor Univ.;
James;B;Adams;36;Black;Grey;0;3;2;fish, hamsters;Editor;Alpacawarts;
Rhoda;R;O'Leary;60;Black;Red;1;1;10;dogs, hamsters;Editor;Ventnor Univ.;
Neville;R;Howards;22;Blue;Blue;2;2;6;Unknown;Teacher;Princetonne;
Amy;L;Ebbers;34;Brown;Green;3;3;10;dogs, hamsters;Director;night school;
Ida;Y;Howards;23;Brown;Red;2;2;8;birds, fish;Editor;Ventnor Univ.;
James;Y;Williams;57;Black;Green;3;5;8;birds, fish;Chef;Princetonne;
James;E;Valdez;42;Black;Black;0;6;7;birds, hamsters;Wildcat;Ventnor Univ.;
Neville;N;Ebbers;76;Brown;Red;0;6;2;fish, hamsters;Unemployed;Princetonne;
Zillah;Y;Howards;78;Orange;Green;2;2;6;Unknown;Secretary;Ventnor Univ.;
Kate;P;Nichols;58;Orange;Grey;4;5;8;birds, fish;Actor;Ventnor Univ.;
Ida;I;Watanabe;48;Brown;Green;2;2;0;None;Operator;Ventnor Univ.;
Winnie;P;Nichols;58;Green;Violet;2;1;10;dogs, hamsters;Entrepreneur;Ventnor Univ.;
Susan;A;Grant;21;Green;Black;4;5;Unk.;cats;Operator;Lodge of Kent;
Clara;R;Ebbers;71;Orange;Brown;0;3;2;fish, hamsters;Chef;Ventnor Univ.;
Zillah;Y;Siebert;55;Blue;Black;0;5;8;birds, fish;Butler;Ventnor Univ.;
Prue;M;Jackson;53;Brown;Brown;4;5;0;None;Butler;Ventnor Univ.;
Zillah;D;Queen;30;Green;Green;3;3;6;Unknown;Painter;Ventnor Univ.;
Rhoda;R;Watanabe;60;Blue;Grey;0;6;4;birds, dogs;Entrepreneur;Ventnor Univ.;
Quentin;E;Nichols;61;Blue;Black;0;3;5;dogs, fish;Entrepreneur;Ventnor Univ.;
Susan;E;Siebert;49;Brown;Black;1;4;Unk.;cats;Zookeeper;Ventnor Univ.;
James;O;Grant;26;Brown;Black;3;3;4;birds, dogs;Masseur;night school;
Ida;F;Johnson;70;Orange;Grey;2;1;9;Unknown;Maid;Ventnor Univ.;
Prue;I;Lawrence;48;Brown;Grey;2;3;6;Unknown;Teacher;Ventnor Univ.;
Maud;L;Quincy;41;Brown;Black;3;5;7;birds, hamsters;Analyst;Nelson's Hall;
Olive;C;Kildare;68;Green;Brown;0;4;7;birds, hamsters;Docent;Princetonne;
George;Y;Sindel;57;Blue;Grey;0;3;7;birds, hamsters;Busser;night school;
Desmond;B;Xerxes;18;Grey;Red;4;5;10;dogs, hamsters;Cook;night school;
George;I;Johnson;19;Black;Black;3;5;Unk.;cats;Valet;Ventnor Univ.;
Kate;A;Thomas;38;Green;Green;0;4;7;birds, hamsters;Mechanic;Ventnor Univ.;
Amy;S;Jackson;64;Black;Red;3;1;10;dogs, hamsters;Waiter;night school;
Clara;O;Young;28;Black;Green;0;3;2;fish, hamsters;Examiner;Alpacawarts;
Quentin;E;Hanks;75;Black;Red;1;1;1;hamsters;Doctor;Ventnor Univ.;
Ernest;R;Isaacson;71;Green;Black;0;3;0;None;Analyst;night school;
Neville;A;Unser;66;Blue;Black;0;3;Unk.;cats;Auditor;Ventnor Univ.;
Yorick;W;Romanov;27;Brown;Brown;2;2;10;dogs, hamsters;Painter;night school;
Quentin;S;Hanks;50;Green;Brown;0;6;5;dogs, fish;Analyst;Ventnor Univ.;
Quentin;R;Lawrence;22;Black;Red;2;1;Unk.;cats;Lumberjack;Ventnor Univ.;
Yorick;R;Queen;37;Blue;Black;3;3;Unk.;cats;Sysop;Ventnor Univ.;
Clara;A;Dupont;21;Black;Grey;0;3;10;dogs, hamsters;Entrepreneur;Ventnor Univ.;
Ernest;E;Howards;75;Brown;Brown;3;3;Unk.;cats;Pilot;Lodge of Kent;
Zillah;R;Romanov;60;Grey;Red;2;2;7;birds, hamsters;Pilot;Ventnor Univ.;
Prue;E;Lawrence;75;Black;Grey;1;4;3;birds;Busser;Nelson's Hall;
Kate;E;Charles;61;Brown;Brown;0;4;8;birds, fish;Professor;Nelson's Hall;
George;N;Ebbers;33;Black;Red;0;4;Unk.;cats;Curator;Ventnor Univ.;
Ernest;C;Garrison;68;Grey;Red;0;4;10;dogs, hamsters;Librarian;Princetonne;
Leo;L;Brown;40;Brown;Black;2;3;Unk.;cats;Dishwasher;Ventnor Univ.;
Amy;E;Ximenez;69;Green;Green;1;4;5;dogs, fish;Wildcat;Ventnor Univ.;
Ernest;E;Garrison;75;Brown;Black;2;2;5;dogs, fish;Cook;Saint George;
Prue;S;Watanabe;31;Orange;Green;0;6;Unk.;cats;Singer;Ventnor Univ.;
Hector;S;Sindel;31;Brown;Black;0;6;Unk.;cats;Detective Emeritus;Ventnor Univ.;
Zillah;S;O'Leary;62;Orange;Grey;3;5;3;birds;Librarian;Ventnor Univ.;
Basil;A;Islington;21;Black;Green;2;2;3;birds;Sysop;Princetonne;
Clara;N;Adams;20;Brown;Black;3;5;10;dogs, hamsters;Entrepreneur;Ventnor Univ.;
Basil;O;Hanks;26;Grey;Green;3;3;6;Unknown;Examiner;Princetonne;
Basil;E;Watanabe;42;Orange;Green;0;6;7;birds, hamsters;Assistant;Princetonne;
Ida;P;Unser;58;Orange;White;0;3;0;None;Designer;Saint George;
Amy;C;Brown;77;Black;Grey;0;6;3;birds;Docent;night school;
Winnie;R;Black;37;Blue;Black;1;4;Unk.;cats;Docent;Princetonne;
Olive;Y;Hanks;57;Black;Black;0;6;Unk.;cats;Docent;Ventnor Univ.;
Prue;N;Richards;67;Brown;Black;4;1;5;dogs, fish;Curator;night school;
George;R;Quincy;29;Green;Black;0;5;Unk.;cats;Chauffeur;night school;
Ida;R;Dupont;29;Brown;Red;1;4;5;dogs, fish;Dishwasher;night school;
Neville;W;Xerxes;25;Grey;Red;2;1;8;birds, fish;Pilot;Ventnor Univ.;
Susan;S;Islington;51;Green;Black;1;4;4;birds, dogs;Nurse;night school;
Leo;U;Islington;74;Blue;Brown;3;5;Unk.;cats;Pilot;night school;
George;O;Ebbers;28;Brown;Black;3;1;2;fish, hamsters;Tutor;Alpacawarts;
Prue;C;Ebbers;77;Brown;Red;2;3;7;birds, hamsters;Dishwasher;Ventnor Univ.;
Fanny;N;Quincy;47;Brown;Green;0;4;9;Unknown;Chef;night school;
Ernest;I;Young;39;Blue;Brown;0;6;0;None;Nurse;night school;
Leo;F;Young;70;Green;Green;4;1;4;birds, dogs;Secretary;Ventnor Univ.;
Winnie;D;Adams;30;Brown;Black;2;2;3;birds;Maid;Ventnor Univ.;
Winnie;N;Kildare;43;Green;White;0;5;9;Unknown;Teacher;Ventnor Univ.;
Zillah;Y;O'Leary;78;Brown;Green;4;1;Unk.;cats;Clerk;Ventnor Univ.;
Desmond;N;Howards;67;Blue;Black;4;1;8;birds, fish;Doctor;Ventnor Univ.;
Maud;O;Richards;32;Green;Black;0;4;7;birds, hamsters;Tutor;Ventnor Univ.;
Kate;O;Watanabe;32;Red;Green;0;3;Unk.;cats;Designer;Ventnor Univ.;
Kate;L;Hanks;41;Red;Brown;4;1;9;Unknown;Teller;night school;
Kate;I;Isaacson;19;Orange;White;3;3;7;birds, hamsters;Editor;night school;
Rhoda;N;Charles;43;Black;Red;1;1;9;Unknown;Operator;night school;
Rhoda;N;Siebert;47;Grey;Red;0;4;Unk.;cats;Sysop;Ventnor Univ.;
